datetime,close,high,low
2025-03-01 16:00:00,87410.9,88672.4,84691.2
2025-02-28 16:00:00,84789.7,86546.6,83187.8
2025-02-27 16:00:00,84008.3,85692.0,78270.7
2025-02-26 16:00:00,85501.9,87798.6,82246.0
2025-02-25 16:00:00,87556.5,89464.9,85425.6
2025-02-24 16:00:00,87229.0,95190.8,86056.1
2025-02-23 16:00:00,94317.7,96504.1,93827.5
2025-02-22 16:00:00,95450.4,96813.5,95424.5
2025-02-21 16:00:00,96582.2,98766.2,94862.2
2025-02-20 16:00:00,98104.1,99488.2,96882.8
2025-02-19 16:00:00,96903.5,98039.7,95420.9
2025-02-18 16:00:00,95936.0,96715.3,93377.0
2025-02-17 16:00:00,95548.3,96755.1,95106.5
2025-02-16 16:00:00,95660.1,97288.3,95557.6
2025-02-15 16:00:00,96911.6,97753.5,96678.8
2025-02-14 16:00:00,97639.0,98836.4,96491.3
2025-02-13 16:00:00,96931.4,97583.6,95224.7
2025-02-12 16:00:00,95998.1,98124.3,95117.4
2025-02-11 16:00:00,95807.7,97048.9,94085.9
2025-02-10 16:00:00,97017.2,98488.0,96592.7
2025-02-09 16:00:00,97221.7,98355.8,94710.3
2025-02-08 16:00:00,96490.2,97329.7,95709.9
2025-02-07 16:00:00,95854.7,98578.9,95613.2
2025-02-06 16:00:00,98304.7,100139.7,95677.6
2025-02-05 16:00:00,97338.1,99128.2,96160.5
2025-02-04 16:00:00,98113.9,100777.3,96097.8
2025-02-03 16:00:00,99355.7,102477.9,97861.7
2025-02-02 16:00:00,98829.4,99490.6,91230.6
2025-02-01 16:00:00,99350.8,102283.0,98165.7
2025-01-31 16:00:00,102072.0,105569.0,101401.6
2025-01-30 16:00:00,105444.8,106006.7,103911.6
2025-01-29 16:00:00,105562.3,106443.0,101417.9
2025-01-28 16:00:00,101979.0,103111.5,100268.3
2025-01-27 16:00:00,102779.8,103814.9,98857.3
2025-01-26 16:00:00,101100.7,105263.6,97765.9
2025-01-25 16:00:00,104972.6,105499.6,104434.2
2025-01-24 16:00:00,104895.7,107126.4,104104.0
2025-01-23 16:00:00,105862.1,106848.1,102232.5
2025-01-22 16:00:00,105238.4,106057.0,101252.1
2025-01-21 16:00:00,104188.6,107262.1,103648.8
2025-01-20 16:00:00,103949.3,107034.6,100146.5
2025-01-19 16:00:00,104935.1,109757.5,99537.1
2025-01-18 16:00:00,104953.9,105725.6,103147.5
2025-01-17 16:00:00,104559.2,105850.3,102287.7
2025-01-16 16:00:00,104009.5,104250.9,99068.4
2025-01-15 16:00:00,99304.1,100871.0,97341.3
2025-01-14 16:00:00,98987.7,99779.7,95341.1
2025-01-13 16:00:00,96474.1,97385.1,91245.6
2025-01-12 16:00:00,92120.9,95947.8,89212.3
2025-01-11 16:00:00,95071.4,95462.2,93712.4
2025-01-10 16:00:00,94413.2,95835.9,93188.4
2025-01-09 16:00:00,93732.1,95266.7,91205.0
2025-01-08 16:00:00,94247.6,95491.3,91801.0
2025-01-07 16:00:00,95486.5,98333.1,94549.6
2025-01-06 16:00:00,97942.6,102717.8,97158.4
2025-01-05 16:00:00,102143.7,102467.8,97581.5
2025-01-04 16:00:00,98030.9,98778.0,97265.1
2025-01-03 16:00:00,97665.5,98976.5,97395.5
2025-01-02 16:00:00,97523.5,97846.1,96053.5
2025-01-01 16:00:00,96474.0,97411.9,93757.5
2024-12-31 16:00:00,94444.2,95593.6,92915.1
2024-12-30 16:00:00,95413.9,96254.1,91808.7
2024-12-29 16:00:00,92119.2,94576.3,91545.6
2024-12-28 16:00:00,94504.1,95737.9,94011.2
2024-12-27 16:00:00,94445.8,95325.8,93508.7
2024-12-26 16:00:00,94578.3,97523.9,94026.2
2024-12-25 16:00:00,96044.5,99970.0,95190.9
2024-12-24 16:00:00,98528.8,99483.8,97273.8
2024-12-23 16:00:00,98307.1,98312.1,92524.9
2024-12-22 16:00:00,93256.6,96532.6,93113.1
2024-12-21 16:00:00,95370.0,98049.7,95132.4
2024-12-20 16:00:00,97523.6,99540.6,95429.9
2024-12-19 16:00:00,96989.8,101199.8,92277.5
2024-12-18 16:00:00,100682.6,104977.0,98782.7
2024-12-17 16:00:00,104425.3,107638.4,103137.3
2024-12-16 16:00:00,106477.0,108357.0,105474.8
2024-12-15 16:00:00,106322.2,106652.2,102578.5
2024-12-14 16:00:00,102696.0,103345.0,100605.1
2024-12-13 16:00:00,101625.3,102657.8,99790.1
2024-12-12 16:00:00,99876.2,102530.5,99201.8
2024-12-11 16:00:00,101795.7,101880.2,99601.4
2024-12-10 16:00:00,100371.6,100789.3,94259.9
2024-12-09 16:00:00,95648.7,98388.2,94156.2
2024-12-08 16:00:00,97791.9,101361.8,97514.5
2024-12-07 16:00:00,99908.0,100495.3,98659.9
2024-12-06 16:00:00,99734.3,101890.8,98752.9
2024-12-05 16:00:00,99315.5,102011.9,90260.8
2024-12-04 16:00:00,101305.9,104055.3,94577.2
2024-12-03 16:00:00,95743.6,96957.8,94858.6
2024-12-02 16:00:00,95683.3,97351.9,93586.0
2024-12-01 16:00:00,97035.8,98162.1,94769.2
2024-11-30 16:00:00,97030.9,97404.8,95688.0
2024-11-29 16:00:00,96646.3,98440.2,96082.0
2024-11-28 16:00:00,98003.0,98626.1,94703.7
2024-11-27 16:00:00,95003.4,97208.6,94628.7
2024-11-26 16:00:00,95541.0,95851.7,90802.5
2024-11-25 16:00:00,92809.5,96501.2,91472.2
2024-11-24 16:00:00,95994.5,98871.6,94611.1
2024-11-23 16:00:00,95922.0,98554.1,95920.7
2024-11-22 16:00:00,98375.5,99591.7,98217.0
2024-11-21 16:00:00,98654.8,99406.0,96291.2
2024-11-20 16:00:00,96655.6,98378.1,93152.0
2024-11-19 16:00:00,94727.2,94802.1,91327.2
2024-11-18 16:00:00,92371.2,92800.4,89675.1
2024-11-17 16:00:00,92361.9,92634.8,88711.8
2024-11-16 16:00:00,90262.2,91467.5,89354.3
2024-11-15 16:00:00,90524.7,91851.7,88380.1
2024-11-14 16:00:00,88435.9,90708.5,86663.2
2024-11-13 16:00:00,87950.1,93258.1,87833.2
2024-11-12 16:00:00,92537.4,92675.3,85731.4
2024-11-11 16:00:00,86604.2,89957.7,83826.1
2024-11-10 16:00:00,84067.0,84278.9,78493.2
2024-11-09 16:00:00,79687.6,80093.9,75713.4
2024-11-08 16:00:00,76321.3,77178.9,75812.2
2024-11-07 16:00:00,76419.8,76827.0,75488.8
2024-11-06 16:00:00,76057.9,76386.6,74131.4
2024-11-05 16:00:00,74293.1,75408.9,68728.5
2024-11-04 16:00:00,69635.9,70328.6,66829.0
2024-11-03 16:00:00,68645.9,69502.9,67687.5
2024-11-02 16:00:00,68094.6,69610.4,67471.5
2024-11-01 16:00:00,69393.3,70511.6,68817.5
2024-10-31 16:00:00,69390.4,71630.4,68846.1
2024-10-30 16:00:00,70627.1,72957.3,70442.3
2024-10-29 16:00:00,72058.5,73644.3,71442.6
2024-10-28 16:00:00,72408.3,72422.8,68450.2
2024-10-27 16:00:00,68495.4,69287.1,67545.2
2024-10-26 16:00:00,67785.7,67856.5,66791.4
2024-10-25 16:00:00,66887.5,67865.1,65589.6
2024-10-24 16:00:00,67684.7,68850.6,67248.0
2024-10-23 16:00:00,67698.0,67986.5,65255.2
2024-10-22 16:00:00,66221.5,67840.0,65924.5
2024-10-21 16:00:00,67282.3,67927.5,66560.5
2024-10-20 16:00:00,67329.9,69540.5,66845.5
2024-10-19 16:00:00,68630.9,68768.1,68004.2
2024-10-18 16:00:00,68226.4,69004.0,68078.9
2024-10-17 16:00:00,68736.9,68880.1,66717.8
2024-10-16 16:00:00,67589.1,68108.1,66668.3
2024-10-15 16:00:00,67757.7,68422.3,65983.8
2024-10-14 16:00:00,66022.6,67957.5,64800.7
2024-10-13 16:00:00,65875.2,66295.7,62170.9
2024-10-12 16:00:00,62228.5,63403.7,62049.0
2024-10-11 16:00:00,63167.8,63488.9,62128.0
2024-10-10 16:00:00,62267.4,62457.2,58942.7
2024-10-09 16:00:00,60791.0,62342.4,60306.2
2024-10-08 16:00:00,62309.2,62597.7,61638.7
2024-10-07 16:00:00,62284.6,63914.6,61872.7
2024-10-06 16:00:00,63657.4,64468.7,62305.9
2024-10-05 16:00:00,62722.8,62781.6,61706.0
2024-10-04 16:00:00,62166.7,62482.9,61643.3
2024-10-03 16:00:00,61872.3,62008.8,59923.1
2024-10-02 16:00:00,60640.8,62364.5,59861.4
2024-10-01 16:00:00,61878.9,62778.1,60158.4
2024-09-30 16:00:00,62628.5,64125.6,61798.2
2024-09-29 16:00:00,63559.7,66078.9,63252.8
2024-09-28 16:00:00,65755.9,65986.8,65427.9
2024-09-27 16:00:00,65620.8,66363.8,65426.1
2024-09-26 16:00:00,66003.3,66450.3,64625.2
2024-09-25 16:00:00,65233.2,65545.2,62669.6
2024-09-24 16:00:00,63497.3,64822.0,63095.0
